time;Intake temp.;Throttle pos.;Electric fan speed;Injection time;Speed;Radiator coolant outlet temp.;Knock sensor #1;Knock sensor #2;Lambda #1 integrator ;Lambda #2 integrator;Engine load;Idle speed controller;Idle speed duty cycle;Air mass;Lambda #2 post-cat heating;Lambda #1 post-cat heating;Lambda #1 pre-cat heating;Lambda #2 pre-cat heating;Motor RPM;Motor temp.;Oil temp.;Lambda #1 integrator;Lambda #2 integrator;Battery voltage;Ignition angle
27901;54;7.55089;0;1.94;0;84.75;0.44;0.58;1.01768;1.03037;92.3036;1.49548;57.9682;39.25;0;0;99.2124;99.2124;2362;98.25;100.871;1.76768;3.03723;13.9685;22.875
28060;54;7.55089;0;1.976;0;84.75;0.42;0.58;1.02793;1.04063;91.8587;1.49548;58.3527;39.25;0;0;99.2124;99.2124;2373;98.25;100.871;2.79309;4.06264;13.9685;22.875
28219;54;0;0;1.952;0;84.75;0.4;0.62;1.03819;1.04768;90.9899;1.49548;49.9384;38.5;0;0;99.2124;99.2124;2350;98.25;100.871;3.81849;4.7676;13.9685;22.125
28377;54;0;0;1.82;0;84.75;0.38;0.62;1.0483;1.04768;68.1258;1.49548;47.9423;28.75;0;0;99.2124;99.2124;2344;98.25;100.871;4.83016;4.7676;13.9685;16.875
28537;54;0;0;1.644;0;85.5;0.4;0.62;1.05009;1.04768;66.6002;1.49548;46.8345;27.5;0;0;99.2124;99.2124;2293;98.25;100.871;5.0087;4.7676;13.9685;11.625
28694;54;0;0;1.536;0;85.5;0.4;0.6;1.05009;1.04768;67.5113;1.49548;45.5419;26.5;0;0;99.2124;99.2124;2180;98.25;100.871;5.0087;4.7676;13.7646;6
28853;54;0;0;1.484;0;85.5;0.4;0.56;1.05009;1.04768;65.8161;1.49548;43.6085;24;0;0;99.2124;99.2124;2025;98.25;100.871;5.0087;4.7676;13.6626;-0.375
29011;54;0;0;1.528;0;85.5;0.4;0.5;1.05009;1.04768;66.4095;1.49548;41.0921;22;0;0;99.2124;99.2124;1840;98.25;100.871;5.0087;4.7676;13.5607;-7.875
29186;54;0;0;1.468;0;85.5;0.38;0.46;1.05009;1.04768;68.0835;1.49548;38.6231;19.75;0;0;99.2124;99.2124;1611;98.25;100.871;5.0087;4.7676;13.4587;-10.125
29328;54;22.2085;0;3.408;0;85.5;0.36;0.42;1.05009;1.04768;75.9026;1.49548;86.5837;18.75;0;0;99.2124;99.2124;1372;98.25;100.871;5.0087;4.7676;13.2548;-2.25
29454;54;50.3162;0;8.472;0;85.5;0.34;0.38;1.05009;1.05079;1064.9;1.49548;95.0057;264.75;0;0;99.2124;99.2124;1381;98.25;100.871;5.0087;5.07889;13.1528;4.5
29612;54;57.0672;0;12.02;0;85.5;0.42;0.4;1.05009;1.05647;453.212;1.49548;95.0057;179.5;0;0;99.2124;99.2124;2200;98.25;100.871;5.0087;5.64652;13.7646;10.125
29770;54;0;0;5.592;0;85.5;0.76;0.54;1.04165;1.05647;88.0868;1.49548;62.5172;50.5;0;0;99.2124;99.2124;3184;98.25;100.871;4.16487;5.64652;13.8666;11.25
29943;54;0;0;2.752;0;85.5;0.76;0.64;1.03313;1.05647;70.3084;1.49548;61.6535;43.25;0;0;99.2124;99.2124;3417;98.25;100.871;3.31342;5.64652;13.9685;7.875
30100;54;0;0;1.972;0;85.5;0.76;0.68;1.02723;1.05647;70.5839;1.49548;60.6417;42.75;0;0;99.2124;99.2124;3364;98.25;100.871;2.7229;5.64652;13.9685;4.5
30258;54;0;0;1.66;0;85.5;0.74;0.66;1.02267;1.04572;72.0884;1.49548;58.9387;41.75;0;0;99.2124;99.2124;3217;98.25;100.871;2.26665;4.57229;13.9685;0.75
30433;52.5;0;0;1.348;0;85.5;0.74;0.64;1.02137;1.04443;75.7966;1.49548;56.0118;40.75;0;0;99.2124;99.2124;2986;98.25;100.871;2.13695;4.44259;13.9685;-0.75
30591;52.5;55.1829;0;4.472;0;85.5;0.68;0.6;1.04598;1.06973;277.441;1.49548;95.0057;139.5;0;0;99.2124;99.2124;2793;99;100.871;4.59823;6.97253;13.8666;18.75
30749;52.5;72.228;0;13.576;0;85.5;0.96;0.7;1.04914;1.07288;503.835;1.49548;95.0057;331.25;0;0;99.2124;99.2124;3652;99;100.871;4.91409;7.28839;13.8666;16.875
30907;52.5;46.7836;0;11.468;0;85.5;1.14;0.9;1.04914;1.07288;430.051;1.49548;95.0057;387.5;0;0;99.2124;99.2124;5005;99;100.871;4.91409;7.28839;13.8666;19.875
31066;52.5;0.00347008;0;1.736;0;85.5;1.08;0.8;1.04914;1.07288;80.8399;1.49548;84.0948;78.75;0;0;99.2124;99.2124;5411;99;100.871;4.91409;7.28839;13.8666;19.125
31225;52.5;0;0;1.332;0;85.5;1.04;0.72;1.05093;1.07288;65.9433;1.49548;78.7218;61.25;0;0;99.2124;99.2124;5159;99;100.871;5.09262;7.28839;13.9685;13.875
31382;51;0;0;1.46;0;85.5;0.9;0.66;1.0574;1.07935;67.9775;1.49548;77.0523;59.75;0;0;97.65;97.65;4882;99;100.871;5.7396;7.93537;13.8666;8.625
31539;51;0;0;1.348;0;86.25;0.82;0.7;1.06338;1.08534;70.6898;1.49548;75.5004;58.75;0;0;97.65;97.65;4616;99;100.871;6.33775;8.53352;13.9685;4.125
31713;51;0;0;1.416;0;86.25;0.84;0.74;1.06338;1.08534;74.2921;1.49548;72.9611;57.75;0;0;97.65;97.65;4317;99;100.871;6.33775;8.53352;13.9685;3.375
31872;51;0;0;1.448;0;86.25;0.88;0.78;1.06338;1.08534;75.9661;1.49548;68.9889;54.75;0;0;97.65;97.65;4003;99;100.871;6.33775;8.53352;13.9685;2.625
32029;51;0;0;1.44;0;86.25;0.9;0.96;1.06338;1.08534;76.5807;1.49548;65.4227;51.25;0;0;97.65;97.65;3717;98.25;100.871;6.33775;8.53352;13.8666;1.875
32188;51;0;0;1.448;0;86.25;0.98;0.94;1.06338;1.08534;76.5807;1.49548;61.806;47.25;0;0;97.65;97.65;3427;98.25;100.871;6.33775;8.53352;13.9685;0.75
32346;51;0;0;1.428;0;86.25;1.04;0.98;1.06338;1.08534;77.9156;1.49548;58.1437;43.5;0;0;97.65;97.65;3101;98.25;100.871;6.33775;8.53352;13.9685;-0.375
32503;51;0;0;1.568;0;86.25;0.88;0.86;1.06338;1.08534;80.3313;1.49548;50.8601;36.75;0;0;99.2124;99.2124;2541;98.25;100.871;6.33775;8.53352;13.8666;-2.25
32661;51;0;0;1.596;0;86.25;0.68;0.74;1.06338;1.08534;77.4283;1.49548;43.0149;27;0;0;99.2124;99.2124;1937;98.25;100.871;6.33775;8.53352;13.7646;-7.125
32819;51;1.77668;0;1.58;0;86.25;0.6;0.62;1.06338;1.08534;62.7224;1.49548;44.2082;22.25;0;0;99.2124;99.2124;1970;98.25;100.871;6.33775;8.53352;13.6626;0.75
32978;51.75;3.10919;0;1.456;0;86.25;0.56;0.58;1.07024;1.09266;60.8789;1.49548;45.1971;22.25;0;0;99.2124;99.2124;2030;98.25;100.871;7.02441;9.26596;13.9685;11.625
33136;51.75;3.99753;0;1.468;0;86.25;0.54;0.54;1.07757;1.09998;63.6336;1.49548;45.162;22.25;0;0;99.2124;99.2124;1942;98.25;100.871;7.75684;9.99839;13.8666;21.375
33309;51.75;6.66255;0;1.5;0;86.25;0.52;0.48;1.08489;1.10731;68.3589;1.49548;46.9581;24;0;0;99.2124;99.2124;1950;98.25;100.871;8.48927;10.7308;13.9685;23.625
33467;51.75;7.10672;0;1.58;0;86.25;0.48;0.48;1.09222;1.11463;70.6475;1.49548;47.2831;24.5;0;0;99.2124;99.2124;1926;98.25;100.871;9.22171;11.4633;13.9685;24.375
33626;51.75;10.6601;0;1.648;0;86.25;0.46;0.44;1.09954;1.12196;75.6483;1.49548;51.4186;26;0;0;99.2124;99.2124;1909;98.25;100.871;9.95414;12.1957;13.9685;24.375
33782;51.75;13.7693;0;1.896;0;86.25;0.44;0.44;1.10687;1.12379;94.9524;1.49548;57.2754;32.5;0;0;99.2124;99.2124;1901;98.25;100.871;10.6866;12.3788;13.9685;25.5
33941;51.75;15.1018;0;2.292;0;86.25;0.4;0.44;1.11511;1.12379;112.964;1.49548;61.5741;38.5;0;0;99.2124;99.2124;1893;98.25;100.871;11.5105;12.3788;13.9685;27.375
34099;51.75;15.546;0;2.604;0;86.25;0.38;0.42;1.11511;1.12379;121.292;1.49548;64.1576;41.75;0;0;99.2124;99.2124;1912;98.25;100.871;11.5105;12.3788;13.9685;25.875
34273;51.75;19.9929;0;3.136;0;86.25;0.4;0.4;1.11511;1.12379;164.456;1.49548;84.4748;55.75;0;0;99.2124;99.2124;1883;98.25;100.871;11.5105;12.3788;13.9685;23.625
34431;51.75;21.7782;0;5.048;0;86.25;0.4;0.38;1.11511;1.12379;245.889;1.49548;92.2971;87.25;0;0;99.2124;99.2124;1971;98.25;100.871;11.5105;12.3788;13.9685;20.25
34589;51.75;22.2241;0;5.932;0;86.25;0.5;0.36;1.11511;1.12379;268.583;1.49548;92.9746;94;0;0;99.2124;99.2124;1944;98.25;100.871;11.5105;12.3788;13.9685;18.375
34747;51.75;22.2276;0;6.304;0;86.25;0.56;0.34;1.11511;1.12379;264.303;1.49548;94.5998;94.5;0;0;99.2124;99.2124;1986;98.25;100.871;11.5105;12.3788;13.9685;18.75
34905;52.5;22.6735;0;6.58;0;86.25;0.68;0.32;1.11511;1.12379;266.464;1.49548;95.0057;99.25;0;0;99.2124;99.2124;2069;98.25;100.871;11.5105;12.3788;13.9685;19.125
35064;52.5;22.677;0;6.836;0;87;0.76;0.32;1.11511;1.10484;273.881;1.49548;95.0057;103.25;0;0;99.2124;99.2124;2094;98.25;100.871;11.5105;10.4836;13.9685;19.125
35223;52.5;22.6787;0;6.844;0;87;0.78;0.3;1.08686;1.0836;275.555;1.49548;95.0057;108;0;0;99.2124;99.2124;2177;98.25;100.871;8.68611;8.35957;13.9685;19.5
35380;52.5;22.6822;0;6.644;0;87;0.84;0.34;1.06516;1.0619;287.781;1.49548;95.0057;111.75;0;0;99.2124;99.2124;2157;98.25;100.871;6.51628;6.18974;13.9685;19.125
35539;52.5;22.6839;0;6.632;0;87;0.86;0.36;1.04328;1.04002;282.336;1.49548;95.0057;116.75;0;0;99.2124;99.2124;2297;98.25;100.871;4.32814;4.0016;13.9685;19.875
35698;52.5;21.7938;0;6.492;0;87;0.92;0.4;1.02122;1.01795;277.737;1.49548;95.0057;116.25;0;0;99.2124;99.2124;2325;98.25;100.871;2.12169;1.79515;13.9685;20.25
35872;51.75;21.7938;0;6.168;0;87;0.92;0.44;0.998511;0.995246;270.639;1.49548;95.0057;114.5;0;0;99.2124;99.2124;2350;98.25;100.871;-0.148847;-0.47539;13.9685;21.375
36014;51.75;17.7842;0;5.556;0;87;0.92;0.46;0.975669;0.972403;230.484;1.49548;92.7579;100.5;0;0;99.2124;99.2124;2422;98.25;100.871;-2.43312;-2.75966;13.9685;22.875
36188;51.75;17.7789;0;4.892;0;87;0.86;0.46;0.953787;0.950522;201.856;1.49548;92.3566;89;0;0;99.2124;99.2124;2449;98.25;100.871;-4.62126;-4.9478;13.9685;24
36346;51.75;17.7807;0;4.316;0;87;0.8;0.44;0.98223;0.978965;200.224;1.49548;92.6816;89.5;0;0;99.2124;99.2124;2483;98.25;100.871;-1.77698;-2.10352;13.9685;25.125
36504;51.75;17.7807;0;4.104;0;87;0.74;0.44;0.961722;0.958457;199.779;1.49548;93.0799;91;0;0;99.2124;99.2124;2530;98.25;100.871;-3.82779;-4.15434;13.9685;26.625
36663;51.75;17.7824;0;4.132;0;87;0.7;0.44;0.969397;0.976752;206.814;1.49548;93.585;95.5;0;0;99.2124;99.2124;2565;98.25;100.871;-3.06026;-2.32478;13.9685;26.625
36820;51.75;17.7842;0;4.28;0;87;0.66;0.42;0.990638;0.997993;208.997;1.49548;93.9055;97.75;0;0;99.2124;99.2124;2598;98.25;100.871;-0.936211;-0.200728;13.9685;26.25
36979;51.75;17.7859;0;4.424;0;87;0.66;0.44;1.01211;1.01946;209.59;1.49548;94.1176;99.5;0;0;99.2124;99.2124;2637;98.25;100.871;1.21073;1.94621;13.9685;26.25
37137;51.75;17.7876;0;4.584;0;87;0.64;0.46;1.03417;1.04153;213.468;1.49548;94.3083;103;0;0;99.2124;99.2124;2680;98.25;100.871;3.41718;4.15267;13.9685;25.875
37296;51.75;17.7894;0;4.764;0;87;0.7;0.46;1.05688;1.05714;216.901;1.49548;94.4624;105.75;0;0;99.2124;99.2124;2708;98.25;100.871;5.68772;5.71366;13.9685;26.25
37469;51.75;17.7894;0;4.836;0;87;0.82;0.46;1.00692;1.00718;219.931;1.49548;94.7005;109;0;0;97.65;99.2124;2753;98.25;100.871;0.691924;0.717864;13.9685;26.25
37628;51.75;17.7928;0;4.884;0;87;0.84;0.44;1.00692;1.00718;222.749;1.49548;94.8394;112.25;0;0;97.65;99.2124;2799;98.25;100.871;0.691924;0.717864;13.9685;26.25
37786;51.75;15.5668;0;4.848;0;87;0.86;0.48;1.00692;1.00718;209.082;1.49548;93.9497;106.75;0;0;97.65;99.2124;2836;98.25;100.871;0.691924;0.717864;13.9685;26.625
37944;51.75;13.3338;0;4.356;0;87;0.86;0.5;1.00692;1.00718;173.398;1.49548;86.9103;89.75;0;0;97.65;99.2124;2875;98.25;100.871;0.691924;0.717864;13.9685;29.25
38102;51.75;5.33004;0;3.304;0;87;0.92;0.52;1.00692;1.00718;88.7649;1.49548;60.0176;46;0;0;97.65;99.2124;2878;98.25;100.871;0.691924;0.717864;13.9685;29.625
38262;51.75;5.33004;0;2.24;0;87;0.92;0.54;0.975608;0.971549;79.8015;1.49548;58.9006;41.5;0;0;97.65;99.2124;2888;98.25;100.871;-2.43922;-2.84511;13.9685;29.625
38420;51;5.33004;0;1.832;0;87;0.9;0.58;0.96128;0.957221;78.9116;1.49548;58.7602;41.25;0;0;98.8218;99.2124;2903;98.25;102.463;-3.87204;-4.27793;13.9685;29.25
38578;51;5.33004;0;1.672;0;87;0.9;0.64;0.948691;0.944632;77.5342;1.49548;58.6839;40.25;0;0;98.8218;99.2124;2883;98.25;102.463;-5.13091;-5.5368;13.9685;28.875
38738;51;5.33004;0;1.564;0;87;0.92;0.66;0.986243;0.982184;77.7673;1.49548;58.4382;40.25;0;0;98.8218;99.2124;2875;98.25;102.463;-1.37567;-1.78156;13.9685;28.875
38897;51;5.33004;0;1.568;0;87;0.9;0.64;1.0044;0.991553;76.3688;1.49548;58.5007;39.5;0;0;98.8218;99.2124;2873;98.25;102.463;0.44015;-0.844657;13.9685;28.5
39056;51;5.33004;0;1.564;0;87;0.88;0.64;1.01612;1.00327;76.7078;1.49548;58.4076;39.5;0;0;98.8218;99.2124;2860;98.25;102.463;1.61204;0.327234;13.9685;28.5
39214;51;3.10919;0;1.568;0;87;0.86;0.68;1.02784;1.01499;76.3476;1.49548;56.5322;39.25;0;0;98.8218;99.2124;2855;98.25;102.463;2.78393;1.49913;13.9685;28.5
39389;51;2.22085;0;1.548;0;87;0.84;0.7;1.03937;1.02653;73.9319;1.49548;55.2183;37.75;0;0;99.2124;99.2124;2836;98.25;102.463;3.93751;2.6527;13.8666;28.5
39547;51;2.22085;0;1.524;0;87;0.8;0.7;1.05036;1.03751;71.8553;1.49548;55.0825;36.5;0;0;99.2124;99.2124;2821;98.25;102.463;5.03616;3.75135;13.9685;28.125
39706;51;2.22085;0;1.508;0;87;0.78;0.7;1.01134;0.998496;71.2408;1.49548;54.6583;36;0;0;99.2124;99.2124;2807;98.25;102.463;1.13444;-0.150373;13.9685;27.75
39866;51;1.77668;0;1.516;0;87;0.76;0.72;1.02233;1.00948;69.9058;1.49548;54.3927;35.25;0;0;99.2124;99.2124;2801;98.25;102.463;2.23308;0.948275;13.9685;27.75
40025;51;1.77668;0;1.512;0;87;0.76;0.74;1.03332;1.02047;69.3549;1.49548;54.2508;34.75;0;0;99.2124;99.2124;2783;98.25;102.463;3.33173;2.04692;13.9685;27.375
40184;51;1.77668;0;1.52;0;87;0.76;0.74;1.03812;1.03146;69.7363;1.49548;53.7427;34.75;0;0;99.2124;99.2124;2768;98.25;102.463;3.81239;3.14557;13.9685;27.375
40343;51;1.77668;0;1.512;0;87;0.76;0.78;1.03812;1.03901;69.5668;1.49548;53.7228;34.5;0;0;99.2124;99.2124;2754;98.25;102.463;3.81239;3.90089;13.9685;27.375
40502;51;1.77668;0;1.508;0;87;0.8;0.8;1.03812;1.03901;68.6768;1.49548;53.3017;33.75;0;0;99.2124;99.2124;2729;98.25;102.463;3.81239;3.90089;13.9685;27
40662;51;1.77668;0;1.504;0;87;0.78;0.8;1.03812;1.03901;68.8039;1.49548;53.3001;33.75;0;0;99.2124;99.2124;2724;98.25;102.463;3.81239;3.90089;13.9685;27
40820;51;1.77668;0;1.496;0;87;0.78;0.8;1.03812;1.03901;68.1894;1.49548;52.8835;33.25;0;0;99.2124;99.2124;2708;98.25;102.463;3.81239;3.90089;13.9685;26.625
40979;51;1.77668;0;1.496;0;86.25;0.76;0.8;1.03812;1.03901;70.0753;1.49548;52.4685;33.75;0;0;99.2124;99.2124;2675;98.25;102.463;3.81239;3.90089;13.9685;26.625
41137;51;1.77668;0;1.492;0;86.25;0.76;0.78;1.03812;1.03901;68.0411;1.49548;52.4669;32.75;0;0;99.2124;99.2124;2673;98.25;102.463;3.81239;3.90089;13.9685;26.625
41311;51;1.77668;0;1.496;0;86.25;0.76;0.8;1.03812;1.03901;69.1006;1.49548;52.0519;32.75;0;0;99.2124;99.2124;2632;98.25;102.463;3.81239;3.90089;13.9685;26.625
41470;51;1.77668;0;1.452;0;86.25;0.76;0.8;1.00909;1.03901;69.1642;1.49548;52.0519;32.75;0;0;99.2124;99.2124;2630;98.25;102.463;0.908602;3.90089;13.9685;26.625
41613;51;1.77668;0;1.432;0;86.25;0.72;0.74;0.998878;1.01578;68.3166;1.49548;51.2004;31.75;0;0;99.2124;99.2124;2581;98.25;102.463;-0.112225;1.57847;13.9685;26.25
41786;51;1.77668;0;1.468;0;86.25;0.7;0.74;1.02402;1.00599;67.5749;1.49548;51.2095;31.5;0;0;99.2124;99.2124;2589;98.25;102.463;2.40246;0.598844;13.9685;26.625
41945;51.75;1.77668;0;1.472;0;86.25;0.64;0.72;1.03368;1.02358;68.6344;1.49548;50.8158;31.5;0;0;99.2124;99.2124;2549;98.25;102.463;3.36835;2.35821;13.9685;26.25
42104;51.75;1.77668;0;1.492;0;86.25;0.62;0.7;1.04321;1.0331;67.702;1.49548;50.8417;31;0;0;99.2124;99.2124;2543;98.25;102.463;4.32051;3.31037;13.9685;26.25
42262;51.75;1.77668;0;1.504;0;86.25;0.62;0.64;1.05268;1.04258;68.9311;1.49548;50.4816;31;0;0;99.2124;99.2124;2498;98.25;102.463;5.2681;4.25795;13.9685;26.25
42420;51.75;1.77668;0;1.516;0;86.25;0.58;0.6;1.05685;1.0521;68.6132;1.49548;50.1718;30.5;0;0;99.2124;99.2124;2469;98.25;102.463;5.68467;5.21011;13.9685;26.25
42579;51.75;1.77668;0;1.516;0;86.25;0.56;0.56;1.05685;1.05984;67.5325;1.49548;50.1093;30.25;0;0;99.2124;99.2124;2488;98.25;102.463;5.68467;5.98375;13.9685;26.25
42737;51.75;0;0;1.512;0;86.25;0.6;0.54;1.05685;1.05984;67.8928;1.49548;48.9129;29.75;0;0;99.2124;99.2124;2434;98.25;102.463;5.68467;5.98375;13.9685;21
42896;51.75;0;0;1.496;0;86.25;0.58;0.56;1.05685;1.05984;68.3589;1.49548;47.5532;29;0;0;99.2124;99.2124;2356;98.25;102.463;5.68467;5.98375;13.8666;15.375
43070;51.75;35.1241;0;3.296;0;86.25;0.58;0.62;1.05685;1.05984;91.0322;1.49548;95.0057;37.25;0;0;99.2124;99.2124;2273;98.25;102.463;5.68467;5.98375;13.9685;21.75
43213;51.75;53.9146;0;13.272;0;86.25;0.76;0.7;1.05685;1.05984;522.694;1.49548;95.0057;260;0;0;99.2124;99.2124;2763;98.25;102.463;5.68467;5.98375;13.8666;10.875
43387;51.75;0;0;6.116;0;86.25;1.02;0.9;1.05685;1.05984;101.309;1.49548;69.6253;68.25;0;0;97.65;97.65;3742;98.25;102.463;5.68467;5.98375;13.8666;-13.875
43545;51.75;3.55336;0;2.728;0;86.25;0.8;0.82;1.05685;1.05984;75.0338;1.49548;64.0966;48;0;0;97.65;97.65;3553;98.25;102.463;5.68467;5.98375;13.9685;8.625
43701;51.75;53.8522;0;6.524;0;86.25;0.82;0.66;1.0709;1.05984;377.987;1.49548;95.0057;243;0;0;97.65;97.65;3571;98.25;102.463;7.09002;5.98375;13.8666;16.5
43860;50.25;70.0002;0;14.688;0;86.25;1.14;0.66;1.0709;1.05984;536.679;1.49548;95.0057;364.25;0;0;97.65;97.65;3770;98.25;102.463;7.09002;5.98375;13.8666;16.5
44018;50.25;70.8972;0;15.168;0;86.25;1.1;0.7;1.0709;1.05984;558.102;1.49548;95.0057;392.75;0;0;97.65;97.65;3909;98.25;102.463;7.09002;5.98375;13.8666;17.625
44177;50.25;71.3431;0;15.256;0;86.25;1.06;0.78;1.0709;1.05984;551.512;1.49548;95.0057;397.75;0;0;97.65;97.65;4006;98.25;102.463;7.09002;5.98375;13.8666;18
44349;50.25;71.3431;0;15.124;0;86.25;1.08;0.9;1.0709;1.05984;555.263;1.49548;95.0057;401.75;0;0;97.65;97.65;4019;98.25;102.463;7.09002;5.98375;13.8666;18
44508;48.75;55.2818;0;13.352;0;86.25;1.06;1;1.06109;1.05636;545.918;1.49548;95.0057;394;0;0;95.697;95.697;4009;98.25;102.463;6.10887;5.63584;13.8666;18.375
44667;48.75;41.4015;0;8.96;0;86.25;1.06;0.92;1.04736;1.04262;368.536;1.49548;95.0057;258.75;0;0;95.697;95.697;3900;98.25;102.463;4.73556;4.26253;13.8666;19.875
44824;48.75;43.6276;0;9.064;0;86.25;0.94;0.96;1.02744;1.02271;414.921;1.49548;95.0057;260.25;0;0;95.697;95.697;3484;98.25;102.463;2.74426;2.27123;13.8666;19.125
44983;47.25;37.8516;0;9.836;0;86.25;0.94;0.92;0.991553;0.986823;434.035;1.49548;95.0057;272;0;0;95.697;95.697;3481;98.25;102.463;-0.844657;-1.31769;13.8666;17.625
45142;47.25;0;0;4.076;0;86.25;0.9;1.02;0.978477;0.973746;97.4316;1.49548;67.1822;66.75;0;0;95.697;95.697;3805;98.25;102.463;-2.15235;-2.62538;13.8666;20.25
45301;47.25;0;0;2.096;0;86.25;0.68;0.82;0.970038;0.965308;74.2286;1.49548;67.9268;52.25;0;0;95.697;95.697;3909;98.25;102.463;-2.99618;-3.4692;13.8666;15
45459;45.75;0;0;1.636;0;86.25;0.78;0.8;0.964179;0.959449;72.5546;1.49548;66.645;50;0;0;93.744;93.744;3828;98.25;102.463;-3.58212;-4.05515;13.8666;9.375
45617;45.75;0;0;1.516;0;86.25;0.78;0.76;0.959265;0.954535;74.9066;1.49548;64.6353;49.25;0;0;93.744;93.744;3652;98.25;102.463;-4.07346;-4.54649;13.8666;3.75
45775;45.75;0;0;1.288;0;86.25;0.78;0.86;0.956992;0.952262;77.4071;1.49548;61.365;47.5;0;0;93.744;93.744;3408;98.25;102.463;-4.30082;-4.77385;13.8666;0.75
45949;45.75;0;0;1.276;0;86.25;0.86;0.96;0.956992;0.952262;75.5424;1.49548;57.6721;42.5;0;0;93.744;93.744;3125;98.25;102.463;-4.30082;-4.77385;13.9685;-0.375
46108;45.75;6.21838;0;1.544;0;86.25;0.88;0.96;0.977347;0.952262;74.6947;1.49548;57.1182;38.5;0;0;93.744;93.744;2863;97.5;102.463;-2.26527;-4.77385;13.8666;7.5
46265;45.75;67.3265;0;11.172;0;86.25;0.98;1.06;0.987418;0.982001;868.281;1.49548;95.0057;460.5;0;0;93.744;93.744;2946;97.5;102.463;-1.25818;-1.79987;13.8666;13.125
46424;45.75;69.1136;0;13.3;0;86.25;1.02;1.16;0.987418;0.982001;546.193;1.49548;95.0057;377;0;0;91.791;91.791;3834;97.5;102.463;-1.25818;-1.79987;13.8666;18.75
46583;45.75;57.501;0;12.176;0;86.25;1;1.08;0.987418;0.982001;527.843;1.49548;95.0057;430.75;0;0;91.791;91.791;4533;97.5;102.463;-1.25818;-1.79987;13.8666;20.25
46742;45.75;19.1115;0;4.936;0;86.25;0.88;0.76;0.987418;0.982001;134.345;1.49548;95.0057;107;0;0;91.791;91.791;4424;97.5;102.463;-1.25818;-1.79987;13.8666;25.125
46900;45;61.9357;0;10.336;0;86.25;0.84;0.78;0.961737;0.946585;664.836;1.49548;95.0057;459.25;0;0;91.791;91.791;3837;97.5;102.463;-3.82627;-5.34149;13.8666;18.375
47059;45;69.5543;0;13.364;0;86.25;0.94;0.86;0.961737;0.946585;556.492;1.49548;95.0057;385;0;0;91.791;91.791;3843;97.5;102.463;-3.82627;-5.34149;13.8666;18
47218;45;70.0054;0;13.54;0;86.25;0.96;0.9;0.961737;0.946585;562.107;1.49548;95.0057;402.75;0;0;91.791;91.791;3980;97.5;102.463;-3.82627;-5.34149;13.8666;18.75
47377;43.5;70.0071;0;13.612;0;86.25;0.96;0.88;0.961737;0.946585;558.865;1.49548;95.0057;413;0;0;89.838;89.838;4105;97.5;102.463;-3.82627;-5.34149;13.8666;19.125
47536;43.5;70.4513;0;13.692;0;86.25;1.06;0.86;0.961737;0.946585;568.528;1.49548;95.0057;429.25;0;0;89.838;89.838;4194;97.5;102.463;-3.82627;-5.34149;13.8666;19.125
47695;43.5;70.4513;0;13.764;0;86.25;1.04;0.82;0.961737;0.946585;567.871;1.49548;95.0057;441.75;0;0;89.838;89.838;4321;97.5;102.463;-3.82627;-5.34149;13.8666;19.5
47854;42;70.4513;0;13.908;0;86.25;1.06;0.86;0.961737;0.946585;571.473;1.49548;95.0057;459.25;0;0;89.838;89.838;4464;97.5;102.463;-3.82627;-5.34149;13.8666;19.875
48026;42;70.4513;0;13.94;0;86.25;1.12;0.86;0.961737;0.946585;574.101;1.49548;95.0057;471.5;0;0;89.838;89.838;4562;97.5;102.463;-3.82627;-5.34149;13.8666;19.875
48184;42;70.4513;0;13.984;0;86.25;1.12;0.88;0.961737;0.946585;577.894;1.49548;95.0057;487;0;0;89.838;89.838;4681;97.5;102.463;-3.82627;-5.34149;13.8666;19.5
48342;42;70.4513;0;14.008;0;86.25;1.12;0.84;0.961737;0.946585;572.851;1.49548;95.0057;491;0;0;89.838;89.838;4761;97.5;102.463;-3.82627;-5.34149;13.8666;19.125
48500;39.75;70.453;0;13.944;0;86.25;1.14;0.84;0.961737;0.946585;577.872;1.49548;95.0057;505.5;0;0;87.885;87.885;4859;97.5;102.463;-3.82627;-5.34149;13.8666;19.875
48659;39.75;70.4513;0;13.932;0;86.25;1.2;0.82;0.961737;0.946585;580.881;1.49548;95.0057;520.25;0;0;87.885;87.885;4975;97.5;102.463;-3.82627;-5.34149;13.8666;20.25
48817;39.75;70.8972;0;13.612;0;86.25;1.26;0.82;0.961737;0.946585;554.839;1.49548;95.0057;518;0;0;87.885;87.885;5186;97.5;102.463;-3.82627;-5.34149;13.8666;20.625
48975;38.25;70.8972;0;13.764;0;86.25;1.22;0.84;0.961737;0.946585;580.881;1.49548;95.0057;544;0;0;87.885;87.885;5202;97.5;102.463;-3.82627;-5.34149;13.8666;20.625
49133;38.25;70.8972;0;13.504;0;86.25;1.2;0.86;0.961737;0.946585;559.374;1.49548;95.0057;546;0;0;87.885;87.885;5422;97.5;102.463;-3.82627;-5.34149;13.8666;21
49307;38.25;70.8972;0;13.54;0;86.25;1.14;0.84;0.961737;0.946585;560.687;1.49548;95.0057;552.75;0;0;87.885;87.885;5476;97.5;102.463;-3.82627;-5.34149;13.8666;21.375
