time;Intake temp.;Throttle pos.;Electric fan speed;Injection time;Speed;Radiator coolant outlet temp.;Knock sensor #1;Knock sensor #2;Lambda #1 integrator ;Lambda #2 integrator;Engine load;Idle speed controller;Idle speed duty cycle;Air mass;Lambda #2 post-cat heating;Lambda #1 post-cat heating;Lambda #1 pre-cat heating;Lambda #2 pre-cat heating;Motor RPM;Motor temp.;Oil temp.;Lambda #1 integrator;Lambda #2 integrator;Battery voltage;Ignition angle
70889;33;71.7821;0;13.08;0;96.75;0.92;0.92;0.959281;0.994575;558.78;0.375396;95.0057;414.25;0;0;63.6678;63.6678;4118;98.25;105.647;-4.07194;-0.542529;13.7646;21
71016;33;71.7873;0;13.036;0;96.75;0.82;0.96;0.959281;0.994575;547.168;0.375396;95.0057;431.25;0;0;63.6678;63.6678;4378;98.25;105.647;-4.07194;-0.542529;13.8666;21.375
71175;33;71.7873;0;13.752;0;96.75;0.88;1;0.959281;0.994575;567.129;0.375396;95.0057;479.25;0;0;63.6678;63.6678;4694;98.25;105.647;-4.07194;-0.542529;13.8666;20.25
71333;33;71.7907;0;13.52;0;96.75;1.04;0.96;0.959281;0.994575;555.475;0.375396;95.0057;517.5;0;0;63.6678;63.6678;5175;98.25;105.647;-4.07194;-0.542529;13.8666;21
71491;33;71.7942;0;13.212;0;96.75;1.06;1.12;0.959281;0.994575;558.929;0.375396;95.0057;557.75;0;0;61.7148;61.7148;5543;98.25;105.647;-4.07194;-0.542529;13.7646;21.75
71650;33;72.2384;0;12.776;0;96.75;1.06;1.2;0.959281;0.994575;522.906;0.375396;95.0057;557;0;0;61.7148;61.7148;5917;98.25;105.647;-4.07194;-0.542529;13.7646;23.25
71824;33;72.2384;0;12.176;0;96.75;1.1;1.18;0.959281;0.994575;479.403;0.375396;95.0057;549;0;0;61.7148;61.7148;6361;98.25;105.647;-4.07194;-0.542529;13.7646;24.75
71983;31.5;22.2901;0;8.312;0;96.75;1.2;1.24;0.954169;0.989692;320.838;0.375396;95.0057;383;0;0;61.7148;61.7148;6631;98.25;105.647;-4.58311;-1.03082;13.7646;25.875
72143;31.5;0;0;0.872;0;96.75;1.04;0.98;0.951193;0.986716;71.2408;0.375396;95.0057;82.75;0;0;61.7148;61.7148;6451;98.25;105.647;-4.88066;-1.32837;13.8666;-4.875
72302;31.5;39.146;0;2.892;0;96.75;0.76;0.7;0.976722;1.01069;104.763;0.375396;95.0042;113.75;0;0;61.7148;61.7148;6031;98.25;105.647;-2.32783;1.06882;13.8666;27.75
72461;30.75;70.8885;0;12.896;0;96.75;0.82;0.84;0.983863;1.01783;511.251;0.375396;95.0057;557.75;0;0;59.7618;59.7618;6060;98.25;105.647;-1.61371;1.78294;13.7646;24.75
72618;30.75;70.8989;0;12.944;0;96.75;1;0.88;0.983863;1.01783;530.259;0.375396;95.0057;526.75;0;0;59.7618;59.7618;5518;98.25;105.647;-1.61371;1.78294;13.7646;22.5
72776;30.75;70.8989;0;13.944;0;96.75;1.1;0.92;0.983863;1.01783;568.761;0.375396;95.0057;544;0;0;59.7618;59.7618;5313;98.25;105.647;-1.61371;1.78294;13.7646;21.375
72936;30;26.73;0;9.584;0;96.75;1.22;1.02;0.979957;1.01591;343.384;0.375396;95.0057;334.5;0;0;59.7618;59.7618;5411;98.25;105.647;-2.00434;1.59068;13.7646;22.5
73093;30;0;0;0.78;0;96.75;1.2;0.94;0.970984;1.00693;82.3443;0.375396;78.7355;73.75;0;0;59.7618;59.7618;4975;98.25;105.647;-2.90157;0.69345;13.8666;-9.75
73268;30;12.8809;0;1.672;0;96.75;0.98;0.8;0.990287;1.02757;74.9278;0.375396;88.5217;62.5;0;0;59.7618;59.7618;4633;98.25;105.647;-0.971307;2.75647;13.8666;15.75
73411;29.25;62.8605;0;10.644;0;96.75;0.8;0.72;1.00439;1.03823;692.892;0.375396;95.0057;539;0;0;57.8088;57.8088;4321;98.25;105.647;0.438625;3.82307;13.7646;21.75
73585;29.25;66.4364;0;14.448;0;96.75;0.86;0.72;1.00439;1.03823;572.215;0.375396;95.0057;487.25;0;0;57.8088;57.8088;4730;98.25;105.647;0.438625;3.82307;13.7646;20.625
73742;29.25;11.5866;0;7.408;0;96.75;0.98;0.84;1.00439;1.03823;232.539;0.375396;95.0057;209.75;0;0;57.8088;57.8088;5010;98.25;105.647;0.438625;3.82307;13.7646;23.25
73901;28.5;47.1705;0;6.276;0;96.75;0.8;0.8;0.985618;1.03823;243.473;0.375396;95.0057;199.75;0;0;57.8088;57.8088;4557;98.25;105.647;-1.43823;3.82307;13.7646;28.875
74061;28.5;62.8605;0;12.64;0;96.75;0.76;0.72;0.97692;1.04299;577.894;0.375396;95.0057;487;0;0;57.8088;57.8088;4681;98.25;105.647;-2.308;4.29915;13.7646;20.25
74220;28.5;25.8157;0;6.084;0;96.75;0.82;0.74;0.999656;1.05827;231.861;0.375396;95.0057;204;0;0;57.8088;57.8088;4887;98.25;105.647;-0.0344045;5.82658;13.8666;24.375
74378;28.5;60.5963;0;12.168;0;96.75;0.84;0.7;1.02164;1.05827;614.913;0.375396;95.0057;515.75;0;0;55.8558;55.8558;4659;98.25;105.647;2.16442;5.82658;13.8666;21
74538;28.5;65.5429;0;14.612;0;96.75;1.22;0.94;1.02164;1.05827;569.778;0.375396;95.0057;518;0;0;55.8558;55.8558;5050;98.25;105.647;2.16442;5.82658;13.7646;21.375
74697;28.5;65.5463;0;14.408;0;96.75;1.18;1.06;1.02164;1.05827;558.971;0.375396;95.0057;535.25;0;0;55.8558;55.8558;5319;98.25;105.647;2.16442;5.82658;13.7646;21.75
74855;27.75;65.5481;0;14.364;0;96.75;1.3;1.1;1.02164;1.05827;551.512;0.375396;95.0057;537.25;0;0;55.8558;55.8558;5411;98.25;105.647;2.16442;5.82658;13.7646;21.75
75014;27.75;65.5463;0;14.324;0;96.75;1.34;1.16;1.02164;1.05827;555.92;0.375396;95.0057;554.75;0;0;55.8558;55.8558;5543;98.25;105.647;2.16442;5.82658;13.7646;21.75
75173;27.75;65.5463;0;14.28;0;96.75;1.18;1.26;1.02164;1.05827;552.826;0.375396;95.0057;554.75;0;0;55.8558;55.8558;5574;98.25;105.647;2.16442;5.82658;13.7646;21.75
75331;27.75;65.5463;0;14.216;0;96.75;1.18;1.22;1.02164;1.05827;546.596;0.375396;95.0057;557.75;0;0;55.8558;55.8558;5668;98.25;105.647;2.16442;5.82658;13.7646;22.125
75489;27;64.6528;0;14.028;0;96.75;1.06;1.1;1.02164;1.05827;536.425;0.375396;95.0057;555;0;0;53.9028;53.9028;5747;98.25;105.647;2.16442;5.82658;13.7646;22.5
75632;27;5.79503;0;6.16;0;96.75;0.98;1.06;1.00806;1.04949;179.861;0.375396;95.0057;181.5;0;0;53.9028;53.9028;5605;98.25;105.647;0.806366;4.94918;13.7646;25.5
75789;27;0.449375;0;1.852;0;96.75;0.9;0.7;0.99607;1.0375;88.9556;0.375396;78.3982;78.5;0;0;53.9028;53.9028;4901;98.25;105.647;-0.392991;3.74983;13.8666;21
75949;26.25;0.449375;0;2.008;0;96.75;0.62;0.64;0.98838;1.02981;93.2572;0.375396;72.7185;72;0;0;53.9028;53.9028;4288;98.25;106.443;-1.16205;2.98077;13.8666;14.625
76108;26.25;17.3296;0;2.404;0;97.5;0.5;0.66;0.975287;1.01672;95.4821;0.375396;94.1267;65.5;0;0;53.9028;53.9028;3810;98.25;106.443;-2.47127;1.67155;13.8666;31.125
76266;26.25;36.9529;0;6.752;0;97.5;0.58;0.76;0.951346;0.992774;383.92;0.375396;95.0057;250.75;0;0;53.9028;53.9028;3628;98.25;106.443;-4.8654;-0.722585;13.8666;22.125
76424;27;16.4794;0;7.86;0;97.5;0.6;0.7;0.934912;0.957038;317.723;0.375396;95.0057;220.5;0;0;51.9498;51.9498;3855;98.25;106.443;-6.5088;-4.29624;13.8666;22.125
76581;27;0;0;2.364;0;97.5;0.58;0.68;0.940955;0.946539;78.4454;0.375396;67.9604;55;0;0;51.9498;51.9498;3894;98.25;106.443;-5.90454;-5.34606;13.8666;2.25
76741;27;0;0;1.636;0;97.5;0.66;0.86;0.940955;0.946539;81.9841;0.375396;64.7161;53.75;0;0;51.9498;51.9498;3641;98.25;106.443;-5.90454;-5.34606;13.8666;1.875
76900;27.75;0;0;1.464;0;97.5;0.76;0.98;0.940955;0.946539;81.0306;0.375396;61.3986;49.25;0;0;51.9498;51.9498;3376;98.25;106.443;-5.90454;-5.34606;13.8666;1.5
77059;27.75;24.4294;0;2.224;0;97.5;0.88;1.06;0.940955;0.969504;81.1365;0.375396;94.1435;46.25;0;0;51.9498;51.9498;3166;98.25;106.443;-5.90454;-3.04958;13.8666;12.75
77217;27.75;42.7375;0;8.236;0;97.5;1.06;1.22;0.940955;0.981956;443.719;0.375396;95.0057;272;0;0;51.9498;51.9498;3405;98.25;106.443;-5.90454;-1.80445;13.8666;19.5
77392;28.5;0;0;4.632;0;97.5;1.06;0.92;0.946402;0.981956;107.391;0.375396;74.3864;79.75;0;0;49.9968;49.9968;4125;98.25;106.443;-5.3598;-1.80445;13.8666;-3
77550;28.5;0;0;1.872;0;97.5;0.68;0.88;0.947134;0.981956;80.1406;0.375396;68.7722;56.75;0;0;49.9968;49.9968;3933;98.25;106.443;-5.28655;-1.80445;13.8666;2.625
77709;28.5;0;0;1.496;0;97.5;0.84;0.96;0.947134;0.981956;81.0729;0.375396;65.0717;53.5;0;0;49.9968;49.9968;3665;98.25;106.443;-5.28655;-1.80445;13.8666;2.25
77868;27.75;0;0;1.384;0;97.5;0.9;1.06;0.947134;0.981956;79.4413;0.375396;61.3818;48.75;0;0;49.9968;49.9968;3408;98.25;106.443;-5.28655;-1.80445;13.8666;1.5
78025;27.75;0;0;1.328;0;97.5;0.9;1.02;0.947134;0.981956;79.1447;0.375396;58.487;45;0;0;49.9968;49.9968;3158;98.25;106.443;-5.28655;-1.80445;13.8666;0
78184;27.75;0;0;1.308;0;97.5;1.02;1.04;0.947134;0.981956;80.9246;0.375396;55.11;42.5;0;0;49.9968;49.9968;2917;98.25;106.443;-5.28655;-1.80445;13.8666;-1.125
78344;27.75;0;0;1.288;0;97.5;1.06;1.02;0.947134;0.981956;78.9963;0.375396;52.0473;38.25;0;0;49.9968;49.9968;2689;98.25;106.443;-5.28655;-1.80445;13.8666;-1.875
78504;28.5;0;0;1.38;0;97.5;1;0.94;0.947134;0.981956;79.0811;0.375396;49.0762;35;0;0;51.1686;51.1686;2458;99;106.443;-5.28655;-1.80445;13.8666;-2.625
78662;28.5;0;0;1.364;0;97.5;0.9;0.84;0.947134;0.981956;74.9702;0.375396;46.2332;30.25;0;0;51.1686;51.1686;2241;99;106.443;-5.28655;-1.80445;13.7646;-4.5
78820;28.5;0;0;1.352;0;97.5;0.82;0.76;0.947134;0.981956;74.6736;0.375396;43.4925;27;0;0;51.1686;51.1686;2008;99;106.443;-5.28655;-1.80445;13.7646;-6.375
78978;29.25;0;0;1.432;0;97.5;0.72;0.7;0.947134;0.981956;74.1438;0.375396;40.3642;23.75;0;0;51.1686;51.1686;1779;99;106.443;-5.28655;-1.80445;13.8666;-8.625
79138;29.25;0;0;1.504;0;97.5;0.64;0.64;0.947134;0.981956;74.0591;0.375396;35.7069;20.75;0;0;51.1686;51.1686;1556;99;106.443;-5.28655;-1.80445;13.7646;-10.125
79296;29.25;0;0;1.384;0;97.5;0.56;0.6;0.950018;0.984519;65.5831;-1.27574;31.3868;15.75;0;0;51.1686;51.1686;1334;99;106.443;-4.99816;-1.5481;13.7646;-10.875
79455;30;0;0;1.412;0;97.5;0.5;0.54;0.954642;0.989142;72.385;0.19838;34.8035;15.25;0;0;52.3404;52.3404;1170;98.25;106.443;-4.53581;-1.08575;13.6626;-6
79631;30;19.9877;0;3.348;0;97.5;0.48;0.52;0.958533;0.993034;103.089;0.375396;88.6926;19.75;0;0;52.3404;52.3404;1064;98.25;106.443;-4.14671;-0.696645;13.3568;3
79789;30;35.171;0;9.38;0;97.5;0.42;0.42;0.964988;0.999488;948.528;0.375396;95.0057;198.25;0;0;52.3404;52.3404;1161;98.25;106.443;-3.50125;-0.0511894;13.3568;4.875
79947;30.75;35.1589;0;9.904;0;97.5;0.46;0.36;0.970069;1.00457;390.447;0.375396;95.0057;115;0;0;52.3404;52.3404;1636;98.25;106.443;-2.99312;0.456935;13.8666;11.625
80107;30.75;35.1484;0;8.916;0;97.5;0.6;0.38;0.970069;1.00457;358.408;0.375396;95.0057;125.5;0;0;52.3404;52.3404;1945;98.25;106.443;-2.99312;0.456935;13.7646;18
80265;30.75;34.7008;0;8.508;0;97.5;0.6;0.36;0.970069;1.00457;367.244;0.375396;95.0057;131.5;0;0;52.3404;52.3404;1989;98.25;106.443;-2.99312;0.456935;13.8666;17.625
80424;31.5;34.7008;0;8.292;0;97.5;0.6;0.34;0.970069;1.00457;370.867;0.375396;95.0057;131;0;0;53.5122;53.5122;1962;98.25;107.24;-2.99312;0.456935;13.8666;16.875
80583;31.5;34.2549;0;8.24;0;97.5;0.6;0.32;0.970069;0.987373;370.592;0.375396;95.0057;127.5;0;0;53.5122;53.5122;1911;98.25;107.24;-2.99312;-1.26275;13.8666;16.875
80742;31.5;34.2549;0;8.412;0;97.5;0.58;0.34;0.985999;0.965949;380.678;0.375396;95.0057;124.25;0;0;53.5122;53.5122;1813;98.25;107.24;-1.40008;-3.40512;13.8666;17.625
80901;32.25;34.2584;0;8.868;0;97.5;0.54;0.32;1.00655;0.981986;407.293;0.375396;95.0057;125.75;0;0;53.5122;53.5122;1715;98.25;107.24;0.655302;-1.8014;13.8666;16.5
81060;32.25;34.2584;0;9.46;0;97.5;0.58;0.32;1.02637;1.00181;398.245;0.375396;95.0057;124.25;0;0;53.5122;53.5122;1733;98.25;107.24;2.63745;0.180747;13.8666;16.875
81219;32.25;34.2549;0;9.388;0;97.5;0.62;0.38;1.0435;1.02305;357.708;0.375396;95.0057;127.25;0;0;53.5122;53.5122;1976;98.25;107.24;4.34951;2.3048;13.8666;16.875
81378;32.25;34.2532;0;8.8;0;97.5;0.74;0.4;1.0435;1.02305;339.591;0.375396;95.0057;137.25;0;0;54.684;54.684;2245;98.25;107.24;4.34951;2.3048;13.8666;18.375
81553;32.25;33.8073;0;8.384;0;97.5;0.78;0.42;1.0435;1.02305;337.197;0.375396;95.0057;145.75;0;0;54.684;54.684;2401;98.25;107.24;4.34951;2.3048;13.8666;19.875
81696;32.25;33.8073;0;7.944;0;97.5;0.82;0.42;1.0435;1.02305;320.626;0.375396;95.0057;151;0;0;54.684;54.684;2616;98.25;107.24;4.34951;2.3048;13.8666;21.75
81870;32.25;31.5812;0;7.388;0;97.5;0.94;0.64;1.0435;1.02305;299.266;0.375396;95.0057;148;0;0;54.684;54.684;2747;98.25;107.24;4.34951;2.3048;13.8666;23.625
82029;32.25;30.2418;0;6.568;0;97.5;0.88;0.68;1.02093;0.998435;271.741;0.375396;95.0057;138.25;0;0;54.684;54.684;2826;98.25;107.24;2.0927;-0.156476;13.8666;25.5
82188;32.25;30.2435;0;5.976;0;97.5;0.9;0.72;0.993461;0.970969;261.781;0.375396;95.0057;139.5;0;0;54.684;54.684;2960;98.25;107.24;-0.65392;-2.9031;13.8666;26.625
82347;32.25;31.1353;0;5.724;0;97.5;0.92;0.86;0.964667;0.966422;267.397;0.375396;95.0057;151.25;0;0;54.684;54.684;3142;98.25;107.24;-3.53329;-3.35782;13.8666;26.25
82506;33;31.1405;0;5.888;0;97.5;0.9;1;0.974097;0.996589;275.194;0.375396;95.0057;163.25;0;0;52.731;52.731;3295;98.25;107.24;-2.59029;-0.34111;13.8666;25.125
82664;33;31.1422;0;6.148;0;97.5;0.9;1;1.00522;1.02772;272.525;0.375396;95.0057;167.75;0;0;52.731;52.731;3419;98.25;107.24;0.522549;2.77173;13.8666;24.375
82822;33;49.407;0;8.344;0;97.5;0.8;0.84;1.03777;1.03165;385.679;0.375396;95.0057;249.75;0;0;52.731;52.731;3597;98.25;107.24;3.77729;3.16541;13.8666;21.375
82981;33;70.4409;0;14.368;0;97.5;0.8;0.84;1.04679;1.03165;565.561;0.375396;95.0057;414.5;0;0;52.731;52.731;4071;98.25;107.24;4.6791;3.16541;13.8666;20.25
83140;33;70.4513;0;15.008;0;97.5;0.76;0.96;1.04679;1.03165;577.576;0.375396;95.0057;453.25;0;0;52.731;52.731;4359;98.25;107.24;4.6791;3.16541;13.8666;20.625
83298;33;70.453;0;15.084;0;97.5;0.88;0.8;1.04679;1.03165;570.159;0.375396;95.0057;483.25;0;0;52.731;52.731;4708;98.25;107.24;4.6791;3.16541;13.8666;20.25
83473;32.25;70.453;0;14.984;0;96.75;0.88;0.8;1.04679;1.03165;563.421;0.375396;95.0057;513.75;0;0;50.778;50.778;5065;98.25;107.24;4.6791;3.16541;13.7646;21.375
83616;32.25;0.0364358;0;6.928;0;96.75;0.98;0.84;1.0389;1.02474;202.11;0.375396;95.0057;195;0;0;50.778;50.778;5359;98.25;107.24;3.89021;2.47417;13.7646;19.125
83790;32.25;0;0;0.86;0;96.75;1.02;0.82;1.03796;1.0238;76.8561;0.375396;79.732;71.25;0;0;50.778;50.778;5149;98.25;107.24;3.7956;2.37957;13.8666;-8.625
83949;31.5;52.0564;0;6.096;0;96.75;0.92;0.78;1.06262;1.04978;161.129;0.375396;95.0057;141.5;0;0;50.778;50.778;4878;98.25;107.24;6.26146;4.97818;13.8666;27
84109;31.5;71.7873;0;15.84;0;96.75;0.94;0.82;1.06568;1.05285;607.602;0.375396;95.0057;514;0;0;50.778;50.778;4699;97.5;107.24;6.56816;5.28488;13.7646;21
84269;31.5;71.7907;0;15.936;0;96.75;0.9;0.92;1.06568;1.05285;594.083;0.375396;95.0057;457.75;0;0;50.778;50.778;4280;97.5;107.24;6.56816;5.28488;13.7646;19.875
84428;30.75;71.789;0;15.836;0;96.75;1.06;0.96;1.06568;1.05285;584.06;0.375396;95.0057;440.25;0;0;48.825;48.825;4187;97.5;106.443;6.56816;5.28488;13.6626;19.875
84587;30.75;71.7925;0;15.604;0;96.75;1.08;0.94;1.06568;1.05285;580.966;0.375396;95.0057;417;0;0;48.825;48.825;3987;97.5;106.443;6.56816;5.28488;13.7646;19.875
84746;30.75;49.0374;0;13.524;0;96.75;0.96;0.92;1.0613;1.04936;546.469;0.375396;95.0057;406.5;0;0;48.825;48.825;4132;97.5;106.443;6.13023;4.93545;13.7646;20.625
84905;30;16.4517;0;6.424;0;96.75;0.92;0.84;1.04766;1.03571;170.368;0.375396;92.7991;120.75;0;0;48.825;48.825;3937;97.5;107.24;4.76608;3.5713;13.7646;23.625
85063;30;19.5539;0;3.52;0;97.5;0.68;0.82;1.03506;1.02311;121.143;0.375396;93.8185;88.5;0;0;48.825;48.825;4058;97.5;107.24;3.50568;2.3109;13.8666;28.875
85222;30;18.2283;0;3.072;0;97.5;0.66;0.74;1.00901;0.997062;142.905;0.375396;94.026;107;0;0;48.825;48.825;4159;97.5;107.24;0.900972;-0.293808;13.8666;30
85380;29.25;0;0;2.292;0;97.5;0.6;0.72;0.985618;0.97367;79.6744;0.375396;69.6848;58.25;0;0;49.9968;49.9968;4061;97.5;107.24;-1.43823;-2.63301;13.8666;27.375
85538;29.25;0;0;1.72;0;97.5;0.62;0.76;0.966849;0.954901;75.2457;0.375396;69.8527;55.25;0;0;49.9968;49.9968;4078;98.25;107.24;-3.31509;-4.50987;13.8666;21.75
85697;29.25;0;0;1.532;0;97.5;0.68;0.76;0.950186;0.938239;75.5847;0.375396;69.7977;55.5;0;0;49.9968;49.9968;4078;98.25;107.24;-4.98137;-6.17615;13.8666;15.75
85871;30;0;0;1.476;0;97.5;0.72;0.74;0.984076;0.972129;74.9702;0.375396;69.3826;54.5;0;0;49.9968;49.9968;4038;98.25;107.24;-1.59235;-2.78713;13.8666;9.75
86029;30;0;0;1.468;0;97.5;0.68;0.78;0.98902;0.956107;75.2245;0.375396;68.9828;54.25;0;0;49.9968;49.9968;4006;98.25;107.24;-1.09796;-4.38932;13.8666;3.75
86188;30;0;0;1.348;0;97.5;0.68;0.9;0.994788;0.980918;75.4152;0.375396;68.1908;53.75;0;0;49.9968;49.9968;3958;98.25;107.24;-0.521167;-1.90821;13.8666;2.25
86346;30;0;0;1.364;0;97.5;0.72;0.96;0.994788;0.980918;76.1357;0.375396;67.3927;53.5;0;0;49.9968;49.9968;3903;98.25;107.24;-0.521167;-1.90821;13.8666;2.25
86506;30.75;0;0;1.372;0;97.5;0.8;1.04;0.994788;0.980918;77.3859;0.375396;67.3943;54.25;0;0;51.5592;51.5592;3894;98.25;107.24;-0.521167;-1.90821;13.8666;2.25
86664;30.75;0;0;1.376;0;97.5;0.82;1.06;0.994788;0.980918;76.2416;0.375396;66.9975;52.75;0;0;51.5592;51.5592;3843;98.25;107.24;-0.521167;-1.90821;13.8666;2.25
86824;30.75;0;0;1.376;0;97.5;0.96;1.14;0.994788;0.980918;76.9409;0.375396;66.207;52.5;0;0;51.5592;51.5592;3790;98.25;107.24;-0.521167;-1.90821;13.8666;1.875
86982;31.5;0;0;1.376;0;97.5;0.94;1.16;0.994788;0.980918;75.9661;0.375396;65.8072;51.5;0;0;51.5592;51.5592;3765;98.25;107.24;-0.521167;-1.90821;13.8666;1.875
87141;31.5;0;0;1.376;0;97.5;1.06;1.22;0.994788;0.980918;76.8138;0.375396;65.0137;51.25;0;0;51.5592;51.5592;3706;98.25;107.24;-0.521167;-1.90821;13.8666;1.875
87298;31.5;0;0;1.376;0;97.5;1.02;1.3;0.994788;0.980918;75.9238;0.375396;64.6169;50.25;0;0;51.5592;51.5592;3676;98.25;107.24;-0.521167;-1.90821;13.8666;1.875
87457;32.25;0;0;1.376;0;97.5;0.98;1.3;0.994788;0.980918;77.0892;0.375396;64.2217;50.25;0;0;53.1216;53.1216;3620;98.25;107.24;-0.521167;-1.90821;13.8666;1.5
87617;32.25;0;0;1.38;0;97.5;1.02;1.26;0.994788;0.980918;76.4959;0.375396;63.3992;49.25;0;0;53.1216;53.1216;3576;98.25;107.24;-0.521167;-1.90821;13.8666;1.5
87776;32.25;0;0;1.38;0;97.5;1;1.26;0.994788;0.980918;76.7926;0.375396;62.9887;48.75;0;0;53.1216;53.1216;3526;98.25;107.24;-0.521167;-1.90821;13.8666;1.125
87935;33;0;0;1.376;0;97.5;1;1.22;0.994788;0.980918;76.5171;0.375396;62.1708;48;0;0;53.1216;53.1216;3484;98.25;107.24;-0.521167;-1.90821;13.8666;1.125
88092;33;0;0;1.372;0;96.75;1.1;1.22;0.994788;0.980918;76.8985;0.375396;61.7618;47.5;0;0;53.1216;53.1216;3431;97.5;107.24;-0.521167;-1.90821;13.8666;0.75
88267;33;0;0;1.368;0;96.75;1.14;1.18;0.994788;0.980918;75.9873;0.375396;60.9393;46;0;0;53.1216;53.1216;3362;97.5;107.24;-0.521167;-1.90821;13.8666;0.75
88426;33;0;0;1.364;0;96.75;1.08;1.1;0.994788;0.980918;76.3052;0.375396;60.5288;46;0;0;54.684;54.684;3348;97.5;107.24;-0.521167;-1.90821;13.8666;0.375
88585;33;0;0;1.356;0;96.75;1.06;1.12;0.994788;0.980918;75.2457;0.375396;59.7078;44.5;0;0;54.684;54.684;3285;97.5;107.24;-0.521167;-1.90821;13.8666;0.375
88744;33;0;0;1.344;0;96.75;1;1.1;0.994788;0.980918;75.3093;0.375396;58.8853;43.75;0;0;54.684;54.684;3227;97.5;107.24;-0.521167;-1.90821;13.8666;0
88902;33.75;0;0;1.348;0;96.75;0.94;1.06;0.994788;0.980918;74.8643;0.375396;58.4809;43;0;0;54.684;54.684;3190;97.5;107.24;-0.521167;-1.90821;13.8666;0
89060;33.75;0;0;1.34;0;96.75;0.92;1;0.994788;0.980918;74.8431;0.375396;58.0643;42.5;0;0;54.684;54.684;3154;97.5;107.24;-0.521167;-1.90821;13.8666;0
89218;33.75;0;0;1.32;0;96.75;0.96;1;0.994788;0.980918;75.2669;0.375396;57.2448;42;0;0;54.684;54.684;3099;97.5;107.24;-0.521167;-1.90821;13.8666;-0.375
89377;34.5;0;0;1.32;0;96.75;0.94;0.96;0.994788;0.980918;74.1014;0.375396;56.8313;40.75;0;0;56.2464;56.2464;3054;97.5;107.24;-0.521167;-1.90821;13.8666;-0.375
89537;34.5;0;0;1.308;0;96.75;0.94;1;0.994788;0.980918;74.4405;0.375396;55.9813;40.25;0;0;56.2464;56.2464;3003;97.5;107.24;-0.521167;-1.90821;13.8666;-0.75
89696;34.5;0;0;1.316;0;96.75;0.86;0.96;0.994788;0.980918;73.7624;0.375396;55.5418;39.5;0;0;56.2464;56.2464;2974;97.5;107.24;-0.521167;-1.90821;13.8666;-0.75
89854;34.5;0;0;1.296;0;96.75;0.76;0.96;0.994788;0.980918;73.5929;0.375396;55.1252;38.5;0;0;56.2464;56.2464;2906;97.5;107.24;-0.521167;-1.90821;13.8666;-1.125
90027;34.5;0;0;1.308;0;96.75;0.76;0.92;0.994788;0.980918;73.1479;0.375396;54.7086;38;0;0;56.2464;56.2464;2885;97.5;107.24;-0.521167;-1.90821;13.8666;-1.125
90186;34.5;0;0;1.304;0;96.75;0.76;0.9;0.994788;0.980918;72.9572;0.375396;53.8373;37.25;0;0;56.2464;56.2464;2836;97.5;107.24;-0.521167;-1.90821;13.8666;-1.5
90347;34.5;0;0;1.296;0;96.75;0.74;0.96;0.994788;0.980918;73.2962;0.375396;53.4008;36.75;0;0;56.2464;56.2464;2785;97.5;107.24;-0.521167;-1.90821;13.8666;-1.5
90505;35.25;0;0;1.296;0;96.75;0.78;0.98;0.994788;0.980918;72.1308;0.375396;52.9644;35.75;0;0;57.4182;57.4182;2753;97.5;107.24;-0.521167;-1.90821;13.8666;-1.5
90665;35.25;0;0;1.296;0;96.75;0.78;0.94;0.994788;0.980918;71.4315;0.375396;52.5249;35;0;0;57.4182;57.4182;2721;97.5;107.24;-0.521167;-1.90821;13.8666;-1.875
90824;35.25;0;0;1.272;0;96.75;0.76;0.96;0.994788;0.980918;71.3891;0.375396;51.6521;34.25;0;0;57.4182;57.4182;2665;97.5;107.24;-0.521167;-1.90821;13.8666;-1.875
90982;35.25;0;0;1.272;0;96.75;0.76;0.86;0.994788;0.980918;70.372;0.375396;51.2156;33.25;0;0;57.4182;57.4182;2624;97.5;107.24;-0.521167;-1.90821;13.8666;-2.25
91141;35.25;0;0;1.268;0;96.75;0.74;0.8;0.994788;0.980918;70.0753;0.375396;50.7807;32.75;0;0;57.4182;57.4182;2596;97.5;107.24;-0.521167;-1.90821;13.8666;-2.25
91300;35.25;0;0;1.368;0;96.75;0.74;0.74;0.994788;0.980918;70.2025;0.375396;49.949;32;0;0;57.4182;57.4182;2532;97.5;107.24;-0.521167;-1.90821;13.8666;-2.625
91458;36;0;0;1.364;0;96.75;0.7;0.72;0.994788;0.980918;69.3337;0.375396;49.5263;31.5;0;0;58.59;58.59;2523;97.5;107.24;-0.521167;-1.90821;13.8666;-2.625
91616;36;0;0;1.36;0;96.75;0.64;0.68;0.994788;0.980918;70.0118;0.375396;48.7252;31;0;0;58.59;58.59;2459;97.5;107.24;-0.521167;-1.90821;13.8666;-2.625
91775;36;0;0;1.356;0;96.75;0.62;0.62;0.994788;0.980918;68.5497;0.375396;48.7465;30;0;0;58.59;58.59;2431;97.5;107.24;-0.521167;-1.90821;13.8666;-3
91947;36;0;0;1.348;0;96.75;0.62;0.58;0.994788;0.980918;68.4861;0.375396;47.9118;29.5;0;0;58.59;58.59;2392;97.5;107.24;-0.521167;-1.90821;13.8666;-3
92104;36;0;0;1.348;0;96;0.6;0.54;0.994788;0.980918;68.0835;0.375396;47.5761;28.75;0;0;58.59;58.59;2345;97.5;107.24;-0.521167;-1.90821;13.8666;-3.375
